STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00051959,"CRESTED BUTTE, CO US",3/15/74,6.7,-1.7,2.8
USC00051959,"CRESTED BUTTE, CO US",3/16/74,8.3,-11.7,7.2
USC00051959,"CRESTED BUTTE, CO US",3/17/74,9.4,-5.6,7.8
USC00051959,"CRESTED BUTTE, CO US",3/18/74,7.8,-10.6,2.8
USC00051959,"CRESTED BUTTE, CO US",3/19/74,8.3,-3.3,1.1
USC00051959,"CRESTED BUTTE, CO US",3/20/74,1.7,-11.1,-2.2
USC00051959,"CRESTED BUTTE, CO US",3/21/74,1.7,-19.4,-1.1
USC00051959,"CRESTED BUTTE, CO US",3/22/74,0,-16.1,-0.6
USC00051959,"CRESTED BUTTE, CO US",3/23/74,-0.6,-5.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",3/24/74,4.4,-18.9,0.6
USC00051959,"CRESTED BUTTE, CO US",3/25/74,7.2,-14.4,3.3
USC00051959,"CRESTED BUTTE, CO US",3/26/74,7.2,-11.7,3.9
USC00051959,"CRESTED BUTTE, CO US",3/27/74,7.8,-7.8,0.6
USC00051959,"CRESTED BUTTE, CO US",3/28/74,5.6,-10,3.3
USC00051959,"CRESTED BUTTE, CO US",3/29/74,5,-4.4,1.7
USC00051959,"CRESTED BUTTE, CO US",3/30/74,8.9,-3.3,6.1
USC00051959,"CRESTED BUTTE, CO US",3/31/74,6.1,-5.6,-5
USC00051959,"CRESTED BUTTE, CO US",4/1/74,3.9,-13.3,-2.2
USC00051959,"CRESTED BUTTE, CO US",4/2/74,2.2,-4.4,-4.4
USC00051959,"CRESTED BUTTE, CO US",4/3/74,-1.7,-11.1,-5
USC00051959,"CRESTED BUTTE, CO US",4/4/74,0.6,-22.8,-8.9
USC00051959,"CRESTED BUTTE, CO US",4/5/74,4.4,-25,-2.2
USC00051959,"CRESTED BUTTE, CO US",4/6/74,7.8,-8.9,3.3
USC00051959,"CRESTED BUTTE, CO US",4/7/74,3.3,-8.3,-5.6
USC00051959,"CRESTED BUTTE, CO US",4/8/74,8.9,-21.7,4.4
USC00051959,"CRESTED BUTTE, CO US",4/9/74,11.7,-14.4,8.3
USC00051959,"CRESTED BUTTE, CO US",4/10/74,8.3,-9.4,-3.9
USC00051959,"CRESTED BUTTE, CO US",4/11/74,6.1,-10.6,6.1
USC00051959,"CRESTED BUTTE, CO US",4/12/74,6.1,-5,-4.4
USC00051959,"CRESTED BUTTE, CO US",4/13/74,-2.2,-17.8,-5
USC00051959,"CRESTED BUTTE, CO US",4/14/74,3.3,-22.2,-6.1
USC00051959,"CRESTED BUTTE, CO US",4/15/74,6.1,-20.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",4/16/74,10,-16.1,4.4
USC00051959,"CRESTED BUTTE, CO US",4/17/74,7.8,-11.1,2.2
USC00051959,"CRESTED BUTTE, CO US",4/18/74,10.6,-12.2,3.3
USC00051959,"CRESTED BUTTE, CO US",4/19/74,6.7,-15.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",4/20/74,2.2,-5.6,-1.1
USC00051959,"CRESTED BUTTE, CO US",4/21/74,3.9,-5.6,0.6
USC00051959,"CRESTED BUTTE, CO US",4/22/74,11.1,-11.1,6.7
USC00051959,"CRESTED BUTTE, CO US",4/23/74,13.9,-10,8.9
USC00051959,"CRESTED BUTTE, CO US",4/24/74,13.9,-3.3,7.8
USC00051959,"CRESTED BUTTE, CO US",4/25/74,11.7,-1.1,5.6
USC00051959,"CRESTED BUTTE, CO US",4/26/74,12.8,-6.1,11.7
USC00051959,"CRESTED BUTTE, CO US",4/27/74,14.4,-5.6,4.4
USC00051959,"CRESTED BUTTE, CO US",4/28/74,12.2,-10,4.4
USC00051959,"CRESTED BUTTE, CO US",4/29/74,6.1,-7.8,0
USC00051959,"CRESTED BUTTE, CO US",4/30/74,8.9,-10.6,3.9
USC00051959,"CRESTED BUTTE, CO US",5/1/74,11.1,-7.8,8.9
USC00051959,"CRESTED BUTTE, CO US",5/2/74,11.7,-5,8.3
USC00051959,"CRESTED BUTTE, CO US",5/3/74,13.9,-3.3,10.6
USC00051959,"CRESTED BUTTE, CO US",5/4/74,13.3,-4.4,7.8
USC00051959,"CRESTED BUTTE, CO US",5/5/74,15,-4.4,8.9
USC00051959,"CRESTED BUTTE, CO US",5/6/74,15.6,-2.8,8.3
USC00051959,"CRESTED BUTTE, CO US",5/7/74,16.1,-1.7,10
USC00051959,"CRESTED BUTTE, CO US",5/8/74,19.4,-2.2,11.7
USC00051959,"CRESTED BUTTE, CO US",5/9/74,18.9,-1.1,13.3
USC00051959,"CRESTED BUTTE, CO US",5/10/74,17.2,0,13.3
USC00051959,"CRESTED BUTTE, CO US",5/11/74,15,-0.6,11.1
USC00051959,"CRESTED BUTTE, CO US",5/12/74,19.4,-5,15.6
USC00051959,"CRESTED BUTTE, CO US",5/13/74,15.6,2.2,5.6
USC00051959,"CRESTED BUTTE, CO US",5/14/74,11.7,-3.3,7.8
USC00051959,"CRESTED BUTTE, CO US",5/15/74,18.3,,13.9
USC00051959,"CRESTED BUTTE, CO US",5/16/74,18.9,3.9,9.4
USC00051959,"CRESTED BUTTE, CO US",5/17/74,15.6,0,7.2
USC00051959,"CRESTED BUTTE, CO US",5/18/74,20,-2.2,14.4
USC00051959,"CRESTED BUTTE, CO US",5/19/74,17.8,,10
USC00051959,"CRESTED BUTTE, CO US",5/20/74,10,-5,-2.2
USC00051959,"CRESTED BUTTE, CO US",5/21/74,10,-8.3,2.8
USC00051959,"CRESTED BUTTE, CO US",5/22/74,13.9,-6.7,6.7
USC00051959,"CRESTED BUTTE, CO US",5/23/74,13.9,-3.9,6.1
USC00051959,"CRESTED BUTTE, CO US",5/24/74,15.6,-2.2,7.8
USC00051959,"CRESTED BUTTE, CO US",5/25/74,17.8,-3.3,6.1
USC00051959,"CRESTED BUTTE, CO US",5/26/74,19.4,-0.6,8.3
USC00051959,"CRESTED BUTTE, CO US",5/27/74,21.7,-1.1,10
USC00051959,"CRESTED BUTTE, CO US",5/28/74,21.1,0,10
USC00051959,"CRESTED BUTTE, CO US",5/29/74,20,-1.7,10
USC00051959,"CRESTED BUTTE, CO US",5/30/74,18.3,-2.8,7.2
USC00051959,"CRESTED BUTTE, CO US",5/31/74,17.8,-1.7,10
USC00051959,"CRESTED BUTTE, CO US",6/1/74,17.2,-1.1,6.7
USC00051959,"CRESTED BUTTE, CO US",6/2/74,17.2,-2.2,8.3
USC00051959,"CRESTED BUTTE, CO US",6/3/74,16.7,0,3.3
USC00051959,"CRESTED BUTTE, CO US",6/4/74,20,-3.3,11.1
USC00051959,"CRESTED BUTTE, CO US",6/5/74,11.1,0.6,1.7
USC00051959,"CRESTED BUTTE, CO US",6/6/74,8.9,1.1,6.1
USC00051959,"CRESTED BUTTE, CO US",6/7/74,10.6,-1.7,4.4
USC00051959,"CRESTED BUTTE, CO US",6/8/74,5.6,-3.3,1.7
USC00051959,"CRESTED BUTTE, CO US",6/9/74,13.3,-1.7,8.3
USC00051959,"CRESTED BUTTE, CO US",6/10/74,17.8,-3.3,13.3
USC00051959,"CRESTED BUTTE, CO US",6/11/74,20.6,-1.7,15
USC00051959,"CRESTED BUTTE, CO US",6/12/74,21.7,-1.7,14.4
USC00051959,"CRESTED BUTTE, CO US",6/13/74,23.9,-0.6,14.4
USC00051959,"CRESTED BUTTE, CO US",6/14/74,,,
USC00051959,"CRESTED BUTTE, CO US",6/15/74,24.4,-0.6,9.4
USC00051959,"CRESTED BUTTE, CO US",6/16/74,23.3,1.1,
USC00051959,"CRESTED BUTTE, CO US",6/17/74,22.8,-6.1,10
USC00051959,"CRESTED BUTTE, CO US",6/18/74,23.9,-0.6,15
USC00051959,"CRESTED BUTTE, CO US",6/19/74,23.9,1.7,17.2
USC00051959,"CRESTED BUTTE, CO US",6/20/74,24.4,1.7,12.8
USC00051959,"CRESTED BUTTE, CO US",6/21/74,24.4,0.6,13.3
USC00051959,"CRESTED BUTTE, CO US",6/22/74,25,-0.6,21.1
USC00051959,"CRESTED BUTTE, CO US",6/23/74,25.6,1.1,15.6
USC00051959,"CRESTED BUTTE, CO US",6/24/74,25.6,-0.6,12.2
USC00051959,"CRESTED BUTTE, CO US",6/25/74,25.6,1.1,15.6
USC00051959,"CRESTED BUTTE, CO US",6/26/74,24.4,2.8,13.9
USC00051959,"CRESTED BUTTE, CO US",6/27/74,26.1,3.3,10.6
USC00051959,"CRESTED BUTTE, CO US",6/28/74,26.1,1.1,12.8
USC00051959,"CRESTED BUTTE, CO US",6/29/74,26.7,1.7,17.2
USC00051959,"CRESTED BUTTE, CO US",6/30/74,26.1,1.1,16.7
USC00051959,"CRESTED BUTTE, CO US",7/1/74,23.3,2.8,11.7
USC00051959,"CRESTED BUTTE, CO US",7/2/74,22.8,1.1,10.6
USC00051959,"CRESTED BUTTE, CO US",7/3/74,21.7,-1.1,6.7
USC00051959,"CRESTED BUTTE, CO US",7/4/74,22.2,-1.1,14.4
USC00051959,"CRESTED BUTTE, CO US",7/5/74,24.4,0,
USC00051959,"CRESTED BUTTE, CO US",7/6/74,22.8,0,15
USC00051959,"CRESTED BUTTE, CO US",7/7/74,20.6,7.8,
USC00051959,"CRESTED BUTTE, CO US",7/8/74,20.6,1.1,8.3
USC00051959,"CRESTED BUTTE, CO US",7/9/74,23.9,0.6,13.9
USC00051959,"CRESTED BUTTE, CO US",7/10/74,24.4,4.4,13.3
USC00051959,"CRESTED BUTTE, CO US",7/11/74,23.9,0,15.6
USC00051959,"CRESTED BUTTE, CO US",7/12/74,26.7,1.1,12.8
USC00051959,"CRESTED BUTTE, CO US",7/13/74,25,3.3,13.9
USC00051959,"CRESTED BUTTE, CO US",7/14/74,25,2.8,10.6
USC00051959,"CRESTED BUTTE, CO US",7/15/74,18.9,6.1,12.2
USC00051959,"CRESTED BUTTE, CO US",7/16/74,,,
USC00051959,"CRESTED BUTTE, CO US",7/17/74,21.1,7.8,13.3
USC00051959,"CRESTED BUTTE, CO US",7/18/74,23.9,5.6,9.4
USC00051959,"CRESTED BUTTE, CO US",7/19/74,23.9,2.8,12.2
USC00051959,"CRESTED BUTTE, CO US",7/20/74,21.1,,
USC00051959,"CRESTED BUTTE, CO US",7/21/74,23.3,2.2,9.4
USC00051959,"CRESTED BUTTE, CO US",7/22/74,18.9,0.6,11.7
USC00051959,"CRESTED BUTTE, CO US",7/23/74,21.1,2.8,11.7
USC00051959,"CRESTED BUTTE, CO US",7/24/74,20.6,2.8,10
USC00051959,"CRESTED BUTTE, CO US",7/25/74,22.8,2.2,19.4
USC00051959,"CRESTED BUTTE, CO US",7/26/74,23.9,2.2,13.9
USC00051959,"CRESTED BUTTE, CO US",7/27/74,,3.3,
USC00051959,"CRESTED BUTTE, CO US",7/28/74,23.9,1.7,11.7
USC00051959,"CRESTED BUTTE, CO US",7/29/74,22.8,1.7,15.6
USC00051959,"CRESTED BUTTE, CO US",7/30/74,23.9,0,16.1
USC00051959,"CRESTED BUTTE, CO US",7/31/74,19.4,7.2,11.7
USC00051959,"CRESTED BUTTE, CO US",8/1/74,21.1,1.7,12.2
USC00051959,"CRESTED BUTTE, CO US",8/2/74,14.4,3.9,8.3
USC00051959,"CRESTED BUTTE, CO US",8/3/74,17.8,1.7,6.7
USC00051959,"CRESTED BUTTE, CO US",8/4/74,17.2,0,6.7
USC00051959,"CRESTED BUTTE, CO US",8/5/74,20,1.1,7.8
USC00051959,"CRESTED BUTTE, CO US",8/6/74,21.7,1.1,11.1
USC00051959,"CRESTED BUTTE, CO US",8/7/74,20.6,3.3,10
USC00051959,"CRESTED BUTTE, CO US",8/8/74,16.7,2.2,8.9
USC00051959,"CRESTED BUTTE, CO US",8/9/74,13.3,,
USC00051959,"CRESTED BUTTE, CO US",8/10/74,15.6,-1.1,7.8
USC00051959,"CRESTED BUTTE, CO US",8/11/74,20,-5,7.8
USC00051959,"CRESTED BUTTE, CO US",8/12/74,21.1,-3.3,12.8
USC00051959,"CRESTED BUTTE, CO US",8/13/74,22.8,0,13.3
USC00051959,"CRESTED BUTTE, CO US",8/14/74,21.1,,20
USC00051959,"CRESTED BUTTE, CO US",8/15/74,21.7,0.6,11.7
USC00051959,"CRESTED BUTTE, CO US",8/16/74,23.3,-2.2,12.2
USC00051959,"CRESTED BUTTE, CO US",8/17/74,23.9,-2.8,12.2
USC00051959,"CRESTED BUTTE, CO US",8/18/74,24.4,0,11.1
USC00051959,"CRESTED BUTTE, CO US",8/19/74,19.4,1.7,11.1
USC00051959,"CRESTED BUTTE, CO US",8/20/74,20,2.8,7.2
USC00051959,"CRESTED BUTTE, CO US",8/21/74,20.6,-2.2,10
USC00051959,"CRESTED BUTTE, CO US",8/22/74,21.1,-2.2,11.7
USC00051959,"CRESTED BUTTE, CO US",8/23/74,22.2,-1.7,15.6
USC00051959,"CRESTED BUTTE, CO US",8/24/74,21.7,0.6,12.8
USC00051959,"CRESTED BUTTE, CO US",8/25/74,22.2,0.6,6.1
USC00051959,"CRESTED BUTTE, CO US",8/26/74,23.3,-1.7,9.4
USC00051959,"CRESTED BUTTE, CO US",8/27/74,22.2,2.2,11.7
USC00051959,"CRESTED BUTTE, CO US",8/28/74,21.7,-4.4,11.7
USC00051959,"CRESTED BUTTE, CO US",8/29/74,21.7,-0.6,5.6
USC00051959,"CRESTED BUTTE, CO US",8/30/74,22.8,-1.1,13.9
USC00051959,"CRESTED BUTTE, CO US",8/31/74,22.2,1.7,15
USC00051959,"CRESTED BUTTE, CO US",9/1/74,21.1,-2.2,11.1
USC00051959,"CRESTED BUTTE, CO US",9/2/74,18.9,3.3,11.7
USC00051959,"CRESTED BUTTE, CO US",9/3/74,20,-4.4,
USC00051959,"CRESTED BUTTE, CO US",9/4/74,21.1,-4.4,6.1
USC00051959,"CRESTED BUTTE, CO US",9/5/74,21.7,-2.8,12.2
USC00051959,"CRESTED BUTTE, CO US",9/6/74,21.1,-1.7,5
USC00051959,"CRESTED BUTTE, CO US",9/7/74,21.7,-3.3,8.9
USC00051959,"CRESTED BUTTE, CO US",9/8/74,24.4,-3.3,10.6
USC00051959,"CRESTED BUTTE, CO US",9/9/74,21.1,-0.6,7.8
USC00051959,"CRESTED BUTTE, CO US",9/10/74,23.3,5.6,17.8
USC00051959,"CRESTED BUTTE, CO US",9/11/74,21.7,2.2,15.6
USC00051959,"CRESTED BUTTE, CO US",9/12/74,15.6,-0.6,7.2
USC00051959,"CRESTED BUTTE, CO US",9/13/74,16.7,0,4.4
USC00051959,"CRESTED BUTTE, CO US",9/14/74,12.8,0,3.3
USC00051959,"CRESTED BUTTE, CO US",9/15/74,8.3,1.7,5
USC00051959,"CRESTED BUTTE, CO US",9/16/74,20.6,2.8,6.7
USC00051959,"CRESTED BUTTE, CO US",9/17/74,12.2,-3.9,10
USC00051959,"CRESTED BUTTE, CO US",9/18/74,18.3,-3.3,11.7
USC00051959,"CRESTED BUTTE, CO US",9/19/74,20.6,-2.2,16.7
USC00051959,"CRESTED BUTTE, CO US",9/20/74,20,-2.8,11.1
USC00051959,"CRESTED BUTTE, CO US",9/21/74,18.3,-3.3,9.4
USC00051959,"CRESTED BUTTE, CO US",9/22/74,18.9,-3.9,12.2
USC00051959,"CRESTED BUTTE, CO US",9/23/74,20,-2.8,7.2
USC00051959,"CRESTED BUTTE, CO US",9/24/74,19.4,-1.7,9.4
USC00051959,"CRESTED BUTTE, CO US",9/25/74,17.8,-4.4,11.1
USC00051959,"CRESTED BUTTE, CO US",9/26/74,17.2,-4.4,8.3
USC00051959,"CRESTED BUTTE, CO US",9/27/74,10.6,-5.6,1.7
USC00051959,"CRESTED BUTTE, CO US",9/28/74,12.8,-8.3,3.3
USC00051959,"CRESTED BUTTE, CO US",9/29/74,17.2,-9.4,10
USC00051959,"CRESTED BUTTE, CO US",9/30/74,17.8,-8.9,5.6
USC00051959,"CRESTED BUTTE, CO US",10/1/74,17.8,-9.4,3.9
USC00051959,"CRESTED BUTTE, CO US",10/2/74,19.4,-7.2,5
USC00051959,"CRESTED BUTTE, CO US",10/3/74,17.8,-6.7,5
USC00051959,"CRESTED BUTTE, CO US",10/4/74,11.1,4.4,6.7
USC00051959,"CRESTED BUTTE, CO US",10/5/74,11.7,-0.6,3.3
USC00051959,"CRESTED BUTTE, CO US",10/6/74,12.8,-4.4,9.4
USC00051959,"CRESTED BUTTE, CO US",10/7/74,15,-4.4,
USC00051959,"CRESTED BUTTE, CO US",10/8/74,16.1,-6.7,13.3
USC00051959,"CRESTED BUTTE, CO US",10/9/74,16.1,-6.7,
USC00051959,"CRESTED BUTTE, CO US",10/10/74,16.1,-4.4,2.8
USC00051959,"CRESTED BUTTE, CO US",10/11/74,10,-3.3,4.4
USC00051959,"CRESTED BUTTE, CO US",10/12/74,4.4,0,3.9
USC00051959,"CRESTED BUTTE, CO US",10/13/74,12.2,-0.6,4.4
USC00051959,"CRESTED BUTTE, CO US",10/14/74,12.2,-5.6,1.7
USC00051959,"CRESTED BUTTE, CO US",10/15/74,14.4,-8.3,3.3
USC00051959,"CRESTED BUTTE, CO US",10/16/74,19.4,-6.7,5.6
USC00051959,"CRESTED BUTTE, CO US",10/17/74,21.1,-4.4,4.4
USC00051959,"CRESTED BUTTE, CO US",10/18/74,21.7,-3.3,
USC00051959,"CRESTED BUTTE, CO US",10/19/74,18.3,-3.3,8.3
USC00051959,"CRESTED BUTTE, CO US",10/20/74,18.9,-2.8,11.1
USC00051959,"CRESTED BUTTE, CO US",10/21/74,10.6,-3.9,
USC00051959,"CRESTED BUTTE, CO US",10/22/74,11.1,1.7,4.4
USC00051959,"CRESTED BUTTE, CO US",10/23/74,8.9,-1.1,2.2
USC00051959,"CRESTED BUTTE, CO US",10/24/74,11.1,-0.6,1.1
USC00051959,"CRESTED BUTTE, CO US",10/25/74,11.7,-5,
USC00051959,"CRESTED BUTTE, CO US",10/26/74,11.1,-3.9,3.3
USC00051959,"CRESTED BUTTE, CO US",10/27/74,10,-4.4,1.1
USC00051959,"CRESTED BUTTE, CO US",10/28/74,6.7,0,2.2
USC00051959,"CRESTED BUTTE, CO US",10/29/74,4.4,-2.8,-2.2
USC00051959,"CRESTED BUTTE, CO US",10/30/74,1.1,-7.8,-3.3
USC00051959,"CRESTED BUTTE, CO US",10/31/74,0,-6.7,-1.1
USC00051959,"CRESTED BUTTE, CO US",11/1/74,1.7,-4.4,-1.7
USC00051959,"CRESTED BUTTE, CO US",11/2/74,5.6,-5,0
USC00051959,"CRESTED BUTTE, CO US",11/3/74,2.8,-6.7,-2.2
USC00051959,"CRESTED BUTTE, CO US",11/4/74,2.2,-10,-8.3
USC00051959,"CRESTED BUTTE, CO US",11/5/74,3.3,-17.8,-6.7
USC00051959,"CRESTED BUTTE, CO US",11/6/74,3.9,-16.7,-3.9
USC00051959,"CRESTED BUTTE, CO US",11/7/74,4.4,-16.7,-3.9
USC00051959,"CRESTED BUTTE, CO US",11/8/74,3.9,-15.6,-4.4
USC00051959,"CRESTED BUTTE, CO US",11/9/74,3.3,-6.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",11/10/74,0.6,-11.1,-3.3
USC00051959,"CRESTED BUTTE, CO US",11/11/74,2.8,-16.7,-2.2
USC00051959,"CRESTED BUTTE, CO US",11/12/74,7.2,-15,3.3
USC00051959,"CRESTED BUTTE, CO US",11/13/74,3.3,-15.6,
USC00051959,"CRESTED BUTTE, CO US",11/14/74,6.1,-5,0.6
USC00051959,"CRESTED BUTTE, CO US",11/15/74,3.9,-11.7,
USC00051959,"CRESTED BUTTE, CO US",11/16/74,5.6,-14.4,-5
USC00051959,"CRESTED BUTTE, CO US",11/17/74,5,-14.4,-0.6
USC00051959,"CRESTED BUTTE, CO US",11/18/74,0.6,-10.6,-1.7
USC00051959,"CRESTED BUTTE, CO US",11/19/74,-1.1,-6.7,-6.1
USC00051959,"CRESTED BUTTE, CO US",11/20/74,-0.6,-21.7,-4.4
USC00051959,"CRESTED BUTTE, CO US",11/21/74,2.2,-23.9,-2.2
USC00051959,"CRESTED BUTTE, CO US",11/22/74,3.9,-18.3,-3.9
USC00051959,"CRESTED BUTTE, CO US",11/23/74,1.1,-6.1,
USC00051959,"CRESTED BUTTE, CO US",11/24/74,1.1,-21.7,-8.3
USC00051959,"CRESTED BUTTE, CO US",11/25/74,3.3,-20,-1.1
USC00051959,"CRESTED BUTTE, CO US",11/26/74,1.1,-10,-3.9
USC00051959,"CRESTED BUTTE, CO US",11/27/74,0,-22.2,
USC00051959,"CRESTED BUTTE, CO US",11/28/74,-3.9,-11.1,-6.7
USC00051959,"CRESTED BUTTE, CO US",11/29/74,-5,-25,-12.8
USC00051959,"CRESTED BUTTE, CO US",11/30/74,-4.4,-25.6,-13.3
USC00051959,"CRESTED BUTTE, CO US",12/1/74,0,-22.2,-13.3
USC00051959,"CRESTED BUTTE, CO US",12/2/74,1.1,-20,-11.1
USC00051959,"CRESTED BUTTE, CO US",12/3/74,1.1,-15.6,-8.9
USC00051959,"CRESTED BUTTE, CO US",12/4/74,3.9,-17.2,-4.4
USC00051959,"CRESTED BUTTE, CO US",12/5/74,1.1,-12.2,-3.9
USC00051959,"CRESTED BUTTE, CO US",12/6/74,0.6,-14.4,-3.9
USC00051959,"CRESTED BUTTE, CO US",12/7/74,-1.1,-18.9,-6.7
USC00051959,"CRESTED BUTTE, CO US",12/8/74,-6.1,-25,-17.8
USC00051959,"CRESTED BUTTE, CO US",12/9/74,-3.3,-26.1,-17.2
USC00051959,"CRESTED BUTTE, CO US",12/10/74,-1.1,-21.1,-10.6
USC00051959,"CRESTED BUTTE, CO US",12/11/74,-2.2,-23.3,-7.2
USC00051959,"CRESTED BUTTE, CO US",12/12/74,-1.1,-20.6,-12.8
USC00051959,"CRESTED BUTTE, CO US",12/13/74,-6.1,-20.6,-10
USC00051959,"CRESTED BUTTE, CO US",12/14/74,-7.2,-15,-13.9
USC00051959,"CRESTED BUTTE, CO US",12/15/74,-5.6,-15,-10
USC00051959,"CRESTED BUTTE, CO US",12/16/74,-2.2,-11.1,-5.6
USC00051959,"CRESTED BUTTE, CO US",12/17/74,-2.2,-21.7,-5
USC00051959,"CRESTED BUTTE, CO US",12/18/74,-4.4,-20.6,-8.3
USC00051959,"CRESTED BUTTE, CO US",12/19/74,-5.6,-18.3,-16.1
USC00051959,"CRESTED BUTTE, CO US",12/20/74,-6.7,-17.2,-7.2
USC00051959,"CRESTED BUTTE, CO US",12/21/74,-0.6,-11.7,-6.7
USC00051959,"CRESTED BUTTE, CO US",12/22/74,-1.1,-13.3,-12.8
USC00051959,"CRESTED BUTTE, CO US",12/23/74,-8.3,-15,-13.3
USC00051959,"CRESTED BUTTE, CO US",12/24/74,-11.7,-26.1,-22.2
USC00051959,"CRESTED BUTTE, CO US",12/25/74,-11.7,-37.2,-23.3
USC00051959,"CRESTED BUTTE, CO US",12/26/74,-8.3,-27.8,-11.7
USC00051959,"CRESTED BUTTE, CO US",12/27/74,-7.2,-27.2,-25
USC00051959,"CRESTED BUTTE, CO US",12/28/74,-7.2,-27.2,-20
USC00051959,"CRESTED BUTTE, CO US",12/29/74,-2.8,-26.7,-21.1
USC00051959,"CRESTED BUTTE, CO US",12/30/74,-7.8,-28.3,-24.4
USC00051959,"CRESTED BUTTE, CO US",12/31/74,-9.4,-30,-23.9
USC00051959,"CRESTED BUTTE, CO US",1/1/75,-9.4,-31.7,-15
USC00051959,"CRESTED BUTTE, CO US",1/2/75,-6.1,-32.8,-22.8
USC00051959,"CRESTED BUTTE, CO US",1/3/75,-7.2,-33.9,-21.1
USC00051959,"CRESTED BUTTE, CO US",1/4/75,-2.2,-27.8,-9.4
USC00051959,"CRESTED BUTTE, CO US",1/5/75,-6.1,-31.1,-10.6
USC00051959,"CRESTED BUTTE, CO US",1/6/75,-3.9,-12.8,-6.7
USC00051959,"CRESTED BUTTE, CO US",1/7/75,-2.2,-8.3,-7.2
USC00051959,"CRESTED BUTTE, CO US",1/8/75,-7.2,-27.2,-10
USC00051959,"CRESTED BUTTE, CO US",1/9/75,-6.1,-16.1,-12.8
USC00051959,"CRESTED BUTTE, CO US",1/10/75,-11.7,-25,-17.8
USC00051959,"CRESTED BUTTE, CO US",1/11/75,-13.3,-25.6,-18.3
USC00051959,"CRESTED BUTTE, CO US",1/12/75,-13.3,-28.9,-21.1
USC00051959,"CRESTED BUTTE, CO US",1/13/75,0.6,-29.4,
USC00051959,"CRESTED BUTTE, CO US",1/14/75,3.3,-23.3,-2.2
USC00051959,"CRESTED BUTTE, CO US",1/15/75,1.1,-20.6,
USC00051959,"CRESTED BUTTE, CO US",1/16/75,-1.7,-17.8,-2.2
USC00051959,"CRESTED BUTTE, CO US",1/17/75,-2.2,-18.3,-12.8
USC00051959,"CRESTED BUTTE, CO US",1/18/75,3.3,-18.3,-3.3
USC00051959,"CRESTED BUTTE, CO US",1/19/75,0.6,-16.7,-15.6
USC00051959,"CRESTED BUTTE, CO US",1/20/75,3.9,-20.6,-6.7
USC00051959,"CRESTED BUTTE, CO US",1/21/75,-5.6,-15.6,-16.7
USC00051959,"CRESTED BUTTE, CO US",1/22/75,-10.6,-30,-17.8
USC00051959,"CRESTED BUTTE, CO US",1/23/75,-5.6,-23.9,-12.2
USC00051959,"CRESTED BUTTE, CO US",1/24/75,1.7,-25.6,-3.3
USC00051959,"CRESTED BUTTE, CO US",1/25/75,3.3,-5,
USC00051959,"CRESTED BUTTE, CO US",1/26/75,7.8,-17.2,3.3
USC00051959,"CRESTED BUTTE, CO US",1/27/75,4.4,-6.7,-1.7
USC00051959,"CRESTED BUTTE, CO US",1/28/75,-1.1,-9.4,-8.9
USC00051959,"CRESTED BUTTE, CO US",1/29/75,-5.6,-25.6,-11.7
USC00051959,"CRESTED BUTTE, CO US",1/30/75,2.8,-15,-3.3
USC00051959,"CRESTED BUTTE, CO US",1/31/75,-2.8,-16.7,-16.1
USC00051959,"CRESTED BUTTE, CO US",2/1/75,-1.7,-27.2,-13.9
USC00051959,"CRESTED BUTTE, CO US",2/2/75,-3.3,-26.1,-12.2
USC00051959,"CRESTED BUTTE, CO US",2/3/75,-5.6,-26.7,-16.7
USC00051959,"CRESTED BUTTE, CO US",2/4/75,-6.1,-23.3,-11.7
USC00051959,"CRESTED BUTTE, CO US",2/5/75,-7.8,-15.6,-12.8
USC00051959,"CRESTED BUTTE, CO US",2/6/75,-7.8,-30.6,-23.3
USC00051959,"CRESTED BUTTE, CO US",2/7/75,-4.4,-27.8,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/8/75,2.8,-10.6,-3.9
USC00051959,"CRESTED BUTTE, CO US",2/9/75,-1.7,-9.4,-3.3
USC00051959,"CRESTED BUTTE, CO US",2/10/75,-1.7,-6.7,-5.6
USC00051959,"CRESTED BUTTE, CO US",2/11/75,-1.7,-11.7,-9.4
USC00051959,"CRESTED BUTTE, CO US",2/12/75,-2.2,-26.1,-12.2
USC00051959,"CRESTED BUTTE, CO US",2/13/75,5,-21.1,-3.9
USC00051959,"CRESTED BUTTE, CO US",2/14/75,0.6,-6.7,-3.3
USC00051959,"CRESTED BUTTE, CO US",2/15/75,3.9,-11.1,-4.4
USC00051959,"CRESTED BUTTE, CO US",2/16/75,-1.1,-9.4,-8.3
USC00051959,"CRESTED BUTTE, CO US",2/17/75,-0.6,-15.6,-11.1
USC00051959,"CRESTED BUTTE, CO US",2/18/75,-5.6,-27.8,-11.1
USC00051959,"CRESTED BUTTE, CO US",2/19/75,-6.1,-28.9,-11.1
USC00051959,"CRESTED BUTTE, CO US",2/20/75,-4.4,-17.8,-7.8
USC00051959,"CRESTED BUTTE, CO US",2/21/75,-5,-20.6,-11.1
USC00051959,"CRESTED BUTTE, CO US",2/22/75,-8.3,-27.8,-13.3
